article,reference_summary,generated_summary,rouge1,rouge2,rougeL
"(CNN)Universal's ""Furious 7"" continues to build momentum at the Friday box office for a weekend debut in the $135 million-$138 million range, the largest opening in North America since fall 2013. That includes a projected Friday take of $58 million-$60 million. The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend and earned a record-breaking $60 million internationally on Wednesday and Thursday for a possible worldwide debut approaching or crossing $300 million by the end of Easter Sunday. ""Furious 7"" is getting the widest release in Universal's history. Domestically, it will be playing in 4,003 theaters by Good Friday. Internationally, it has booked more than 10,500 screens in 63 territories, although it won't open in China, Japan and Russia until later. The current record-holder for top April opening domestically is ""Captain America: The Winter Soldier,"" which debuted to $95 million from 3,928 theaters last year. ""Furious 7"" is likewise poised to nab the biggest opening of 2015 to date. And it will easily beat the $121.9 million launch of ""The Hunger Games Mockingjay — Part 1"" in November 2104, making it the largest three-day opening since ""The Hunger Games: Catching Fire"" ($158 million) in November 2013. The movie enjoys massive awareness and interest, due to both the popularity of the street-racing series and Walker's death. The last film, ""Fast & Furious 6,"" debuted to a franchise-best $117 million over the four-day Memorial Day weekend in 2012, including $97.4 million for the three days, on its way to grossing $788.7 million worldwide. Universal intended to open ""Furious 7"" on July 11, 2014, but production was halted in November 2013 when Walker died in a car crash during the Thanksgiving hiatus. After director James Wan, writer Chris Morgan and Universal pored over existing footage and tweaked the script, production resumed in April 2014. CGI and voice effects were used in some scenes featuring Walker's detective character, Brian O'Conner, with Walker's brothers, Caleb and Cody, used as stand-ins. ""Furious 7"" pits Vin Diesel's Dominic Toretto and crew (which includes Michelle Rodriguez and Tyrese Gibson, among others, as well as Walker) against Jason Statham's Deckard Shaw, out for revenge after the death of his brother. Dwayne Johnson also reprises his role as Hobbs. ©2015 The Hollywood Reporter. All rights reserved.","The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend .
It's worldwide debut may approach or cross $300 million by the end of Easter Sunday .","""Furious 7"" is getting the widest release in Universal's history. Domestically, it will be playing in 4,003 theaters by Good Friday. Internationally, it has booked more than 10,500 screens.",0.21538461538461537,0.06349206349206349,0.1846153846153846
"(CNN)Deion Sanders is such a dad. The NFL legend called out Deion Sanders Jr. on Twitter for saying he only eats ""hood doughnuts."" In response, the elder Sanders -- in front of his 912,000 followers -- reminded his son he has a trust fund, a condo and his own clothing line called ""Well Off."" ""You're a Huxtable with a million $ trust fund. Stop the hood stuff!"" Sanders followed it up with another tweet that included the hashtags #versacesheets #Huxtable and #Trustfund. Junior is a wide receiver at Southern Methodist University, an aspiring entrepreneur and occasional rapper. His Twitter timeline is a mix of biblical verses, motivational quotes and references to sports, cars, school and Balenciaga shoes. He also has gone on record with his love for ""hood doughnuts,"" or confections from ""a place in the hood,"" saying ""if my doughnuts don't come in a plain white box, I don't want them!"" His father promptly put him in his place. Sanders Jr. seemed to take the public browbeating in stride, retweeting his father's comments. At least he knew better than to delete them.","Deion Sanders calls out son for ""hood doughnuts"" comments .
""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""","Deion Sanders Jr. tweeted that he only eats ""hood doughnuts"" His father responded, reminding him he has a trust fund, a condo and a clothing line.",0.33333333333333337,0.13043478260869565,0.2916666666666667
"(CNN)One of Tokyo's most prominent districts has taken a small, but potentially significant step to recognizing same-sex unions in Japan. The government of Shibuya ward, one of the capital's most famous shopping and trendy entertainment districts, passed ordinance on Wednesday paving the way for ""partnership certificates"" for same-sex couples, allowing them some of the rights of married heterosexual couples. Same-sex partners who are registered with the district's ward office will be able to hold visitation rights in hospitals and co-sign tenancy agreements. Other advantages that heterosexual married couples enjoy, such as joint filing of taxes, are controlled by the federal government and are outside the remit of individual municipalities. The measure was proposed in February by Shibuya's mayor, Toshitake Kuwahara. While the certificates will not be issued until later in the summer and are not legally binding, proponents of marriage equality in socially conservative Japan say that the ward's decision is a step in the right direction. ""It is not a marriage license and advantages will be limited but still better than nothing,"" Gon Matsunaka, a gay rights activist, told CNN. While Shibuya's decision does not yet equate to heterosexual marriage, the hope is that the move will be the beginnings of promoting marriage equality for gay communities. ""What is important for the LGBT (lesbian, gay, bisexual and transgender) community in Shibuya is the ruling will make us visible in society,""  Matsunaka said . ""It could be a strong driver for Shibuya citizens to learn and know what kind of problems LGBT people are facing."" Taiga Ishikawa, Tokyo councillor and the first male gay local assembly member in Japan, told CNN the ordinance was a ""big first step for the protection of human rights."" He called the decision ""happy"" but said that it must go alongside education about alternative lifestyles. He said that the most important part of today's announcement is that it ""should be actually put into practice, as should education for understanding (LGBT individuals) especially they suffer as they find out their sexuality when they are young."" Neighboring Setagaya ward has indicated that it would look into following Shibuya's lead. However, former councilor Ishikawa cautioned against taking the movement's momentum for granted. ""To realize equal rights for gay couples, a national law has to be made,"" he said. While outright discrimination against the LGBT community is rare in Japan, its effects can be hidden and gay people often find themselves at a disadvantage. Many hide their sexuality from their employers, co-workers, families and friends. But the tide may be turning. A recent poll found that a slight majority at 52.4% oppose gay marriage, but support amongst young adults in their 20s and 30s is as high as 70%. An editorial in the Asahi Shimbun newspaper, which commissioned the poll, welcomed the Shibuya decision, calling it ""a bold and important step forward."" Only traditional marriages are recognized under Japan's constitution, but the wording is vague enough to open it to interpretation, according to Mari Miura, a professor of gender and politics at Sophia University in Tokyo. ""The constitution does not rule out same-sex marriage, so an interpretation can be made that it is constitutional,"" Miura told Bloomberg Business. While Prime Minister Shinzo Abe and the ruling Liberal Democratic Party ""don't like the idea of same-sex marriage, but at the same time the issue is gaining momentum."" Conservative groups were vocal in their opposition, with one, known as the Network Pushing for Normalization of Education, telling the Japan Times that granting same-sex couples the same rights as all other Japanese citizens would degrade the ""familial system and practice that heterosexual unions have long preserved in human history."" While Shibuya's registration system will be a first for Japan, Yodogawa ward in the western Japanese city of Osaka was the first in the nation to recognize and support the LGBT community. In 2013 the ward government pledged to give consideration to the issues that the community faced, and to train staff to accommodate needs specific to LGBT individuals. Journalist Chie Kobayashi contributed reporting from Tokyo .","Shibuya ward in Tokyo passes an ordinance that gives same-sex couples some of the rights of married heterosexual couples .
Activists welcome the decision; hope that it will lead to greater equality for LGBT people in Japan .
Recent poll finds most young Japanese open to the idea of gay marriage .","The government of Shibuya ward, one of the capital's most famous shopping and trendy entertainment districts, passed an ordinance on Wednesday. The measure was proposed in February by the district's mayor, Toshitake Kuwahara. The certificates will not be issued until later in the summer.",0.2916666666666667,0.0851063829787234,0.20833333333333331
"(CNN)Blue Bell ice cream has temporarily shut down one of its manufacturing plants over the discovery of listeria contamination in a serving of ice cream originating from that plant. Public health officials warned consumers Friday not to eat any Blue Bell-branded products made at the company's Broken Arrow, Oklahoma, plant. That includes 3-ounce servings of Blue Bell ice cream from this plant that went to institutions in containers marked with the letters O, P, Q, R, S or T behind the coding date. The warning by the Centers for Disease Control and Prevention does not affect other Blue Bell ice cream, including other 3-ounce servings, not made at the plant. But Blue Bell has recalled other products. The company is shutting down the Broken Arrow facility ""out of an abundance of caution"" to search for a possible cause of contamination. It is the third time Blue Bell has taken action in light of a listeria outbreak at a Kansas hospital that served the company's ice cream. Listeria monocytogenes was recently found in a cup of ice cream recovered from the hospital. The cup contaminated with the bacteria was produced at the Broken Arrow plant in April 2014, Blue Bell said. And, according to the CDC, listeria bacteria was found in additional samples of the same product that were recovered from the plant. The bacteria in the hospital sample and the factory sample appeared to match each other genetically, the CDC said. But they did not appear identical to listeria samples taken from patients infected in the Kansas outbreak. In a separate outbreak in Texas, the CDC did find that listeria samples taken from patients who came down with listeriosis between 2010 and 2014 in a hospital that served 3-ounce Blue Bell cups matched the listeria in recovered samples. None of this means the ice cream is the source of either spate of the infections. ""Investigation to determine whether these illnesses are related to exposure to Blue Bell products is ongoing,"" the CDC said. In early March, in light of the Kansas listeria outbreak, Blue Bell recalled a group of products made at a plant in Texas. It later added 3-ounce cup servings to the recall. Five people were infected and three died in the past year in Kansas from listeria that might be linked to Blue Bell Creameries products, according to the CDC. All five of them were hospitalized at the same hospital before developing listeriosis, the CDC said. At least four of them had consumed milkshakes made with Blue Bell ice cream before developing the infection. ""We are devastated and know that Blue Bell has to be and can be better than this,"" Paul Kruse, Blue Bell CEO and president, said in a statement. ""Quality and safety have always been our top priorities. We are deeply saddened and concerned for all those who have been affected."" The CDC advises that individuals and institutions should check their freezers for the recalled products and throw them away. In a statement on its website, Blue Bell said ""this recall in no way includes Blue Bell ice cream half gallons, pints, quarts, 3 gallons or other 3 oz. cups."" This has been the first product recall in the 108-year history of Blue Bell Creameries, the company said. Listeriosis is a serious infection caused by eating food contaminated with listeria, and primarily affects the elderly, pregnant women, newborns and people with weakened immune systems, according to the CDC. Symptoms of a listeria infection are fever and muscle aches, sometimes associated with diarrhea or other gastrointestinal symptoms. In the United States, an estimated 1,600 people become seriously ill each year, and approximately 16% of these illnesses result in death. Cervical infections caused by listeriosis in pregnant women may result in stillbirth or spontaneous abortion during the second or third trimesters. CNN's Debra Goldschmidt, Amanda Watts and Jacque Wilson contributed to this report.","A test in Kansas finds listeria in a Blue Bell ice cream cup .
The company announces it is temporarily shutting a plant to check for the source .
Three people in Kansas have died from a listeria outbreak .",Listeria monocytogenes was recently found in a cup of ice cream recovered from the hospital. The cup contaminated with the bacteria was produced at the Broken Arrow plant in April 2014. Listeria bacteria was found in additional samples of the same product from the plant.,0.31707317073170727,0.049999999999999996,0.24390243902439024
"(CNN)The classic video game ""Space Invaders"" was developed in Japan back in the late 1970's -- and now their real-life counterparts are the topic of an earnest political discussion in Japan's corridors of power. Luckily, Japanese can sleep soundly in their beds tonight as the government's top military official earnestly revealed that the country's Air Self Defense Force (ASDF) had never encountered an extraterrestrial unidentified flying object. Responding to a query from flamboyant former wrestler-turned-lawmaker Antonio Inoki, Defense Minister Gen Nakatani told the Diet, Japan's parliament, that his jets had, to date, never come across any UFOs from outer space. ""When the Air Self Defense Force detects indications of an unidentified flying object that could violate our country's airspace, it scrambles fighter jets if necessary and makes visual observation,"" Nakatani said. He continued: ""They sometimes find birds or flying objects other than aircraft but I don't know of a case of finding an unidentified flying object believed to have come over from anywhere other than Earth."" Inoki has appeared in the U.S.-based WWE -- which describes him as ""among the most respected men in sports-entertainment"" -- and is the founder of the New Japan Pro Wrestling organization. He entered Japan's Upper House for a second stint in politics in 2013. He also famously fought Muhammad Ali in 1976, in one of the first-ever mixed-discipline matches, which would later pave the way for today's wildly popular Mixed Martial Arts contests. Before his return to politics he was a regular fixture on Japanese TV variety shows and has promoted a slew of products, from hot sauce to banks. The maverick politician also traveled to Iraq in 1990 to try to secure the release of Japanese hostages, and has more recently attempted to replicate former NBA star Dennis Rodman's ""basketball diplomacy"" by staging a wrestling tournament in North Korea. He reportedly converted to Islam in the 1990s, although he says he practices both Islam and Buddhism. The lawmaker, who is universally known in Japan for his colossal chin and once-ever-present red scarf -- these days often replaced with a red necktie -- as much as for his political achievements, had asked a Upper House Budget Committee meeting if aircraft were ever scrambled to meet extraterrestrial threats, and if research was being done into alien visitors, prompting Nakatani's response. Inoki also claims to have seen a UFO with his own eyes, but admitted that he didn't know personally if aliens existed. The exchange wasn't the first time Japanese politicians have discussed the implications of visitors from another planet. In 2007 then-Defense Minister Shigeru Ishiba pondered the legal ramifications, under Japan's pacifist constitution, of a defense against an invasion from outer space. READ MORE: Japan unveils Izumo, its largest warship since World War II .","Japan's top military official earnestly revealed that the country's Self Defense Force (SDF) had never encountered a UFO .
Celebrity politician and former wrestler Antonio Inoki had posed a question concerning extraterrestrials to a government committee .","Defense Minister Gen Nakatani told the Diet, Japan's parliament, that his jets had, to date, never come across any UFOs from outer space. Inoki also claims to have seen a UFO with his own eyes, but admitted that he didn't know personally if aliens existed.",0.2619047619047619,0.04878048780487805,0.21428571428571427
"(CNN)Residents of central Sanaa, the Yemeni capital, have learned the hard way that key strategic bombing targets are located in their neighborhoods: Detonating ordnance has been shattering their windows and doors. And fighting has killed hundreds of people in less than two weeks. The Saudi-led coalition smashed parts of Yemen's Defense Ministry Central Command in the capital over the weekend, senior Yemeni officials said. Under the rain of coalition bombs, the Houthis, who are Shiites in a majority Sunni country, still control Sanaa. But the airstrikes have hurt them and destroyed a lot of infrastructure. The electricity has gone out on 16 million Yemenis living in Houthi-held areas, the Yemeni officials said. Many fear they will lose access to clean water as well. Yemen's deposed President Abdu Rabu Mansour Hadi heaped scorn on top of the airstrikes. He fired his former Army chief of staff, Hussein Khairan, on Sunday. The firing had no practical effect, since Khairan had switched sides weeks ago and is the Houthi rebels' acting defense minister. Hadi is holed up in Saudi Arabia, which is working to defeat his enemies and reinstall him. Fighting has ended dozens of lives each day. On Monday, more than 50 people died in the port city of Aden alone, where Houthis and their allies are battling troops loyal to Hadi on the ground, Agence France-Press reported. Since the bombing campaign and intense fighting began just over a week ago, some 600 people are estimated to have been killed. Many more have been wounded, and tens of thousands have fled the country. The International Committee of the Red Cross has cried out for a humanitarian ceasefire to let aid in. ""Otherwise, put starkly, many more people will die. For the wounded, their chances of survival depend on action within hours, not days,"" said Robert Mardini, the ICRC's head of operations in the Near and Middle East. ""Medical supplies need to be here yesterday,"" said ICRC spokeswoman Marie-Claire Feghali from Sanaa. ""We need to save the lives that can be saved."" Saudi Arabia signed off on letting the ICRC into Yemen via two aircraft -- one with medical supplies, the other with workers. But flying in will be hard, since most airlines have canceled their flights, and airstrikes have taken out many airfields. On Monday, the flight loaded with 48 tons of medical supplies was grounded in Djibouti, Feghali said. The ICRC is hoping to fly out in a day or two. Following the ICRC's call, on Saturday the U.N. Security Council discussed the humanitarian situation at Russia's behest. Moscow submitted a draft resolution calling for a halt to the airstrikes by the nine-country regional coalition. The meeting adjourned with no decision announced. One diplomat said the draft was missing key elements. It didn't call for the Houthis to stop fighting or for political talks between the belligerents, the diplomat told CNN on condition of anonymity. Yemen has been descending into chaos in the weeks since Houthi rebels -- who have long complained of being marginalized in the majority Sunni country -- forced Hadi from power. The Houthis put Hadi under house arrest when they overtook Sanaa in January. But Hadi escaped in February, fled to Aden and declared himself to still be president. Houthis and their allies, including those loyal to Hadi's predecessor, then fought Hadi's forces in the Aden area. Hadi fled Aden in late March, ultimately for Saudi Arabia, when the rebels and their military allies advanced on the city. The conflict prompted Saudi Arabia, a predominately Sunni nation and Yemen's northern neighbor, and other Arab nations to intervene with force. The Houthis are allied with Iran, Saudi Arabia's bitter rival across the Persian Gulf, and Riyadh does not want an proxy of Iran in power on its border. Complicating matters in Yemen is the fact that al Qaeda in the Arabian Peninsula -- not the Houthis or the forces loyal to Hadi -- holds sway in the country's east. AQAP is considered one of the most ruthless branches of the terrorist organization. It has taken advantage of the chaos to overrun one city and break prisoners out of jail. Hadi's government had cooperated with the United States to fight AQAP, but with the Houthi takeover, that arrangement has evaporated, and the terror group operates generally unchecked.","Bombing of targets in central Sanaa smashes residents' windows and doors .
Hundreds killed in less than two weeks; humanitarian situation desperate, agencies say .","Yemeni President Abdu Rabu Mansour Hadi fired his former Army chief of staff on Sunday. Hadi is holed up in Saudi Arabia, which is working to defeat his enemies and reinstall him.",0.10909090909090909,0.0,0.10909090909090909
"(CNN)Film director David Lynch has confirmed he will no longer direct the revival of ""Twin Peaks"" -- a cult 1990s television show that was set to return in 2016. The offbeat TV series, created by Lynch and Mark Frost, featured a quirky FBI agent who went to the Pacific Northwest town of Twin Peaks to investigate the mysterious murder of a high school girl named Laura Palmer. The groundbreaking series is considered one of the most influential shows in television history. Lynch broke the news about his departure in a series of tweets, saying that the show's third season will continue without him. He said he felt the network was not offering enough money to produce the show ""the way it needed to be done."" Lynch also wrote that he had personally called the actors over the weekend to let them know he would no longer be directing. Showtime Network, which will air the nine-episode comeback, released a statement saying they were ""saddened"" by Lynch's decision. ""We were saddened to read David Lynch's statement today since we believed we were working towards solutions with David and his reps on the few remaining deal points,"" read the statement. ""Showtime also loves the world of Twin Peaks and we continue to hold out hope that we can bring it back in all its glory with both of its extraordinary creators, David Lynch and Mark Frost, at its helm."" Showtime announced they would produce a third season in October last year. Actor Kyle MacLachlan, who played the coffee-obsessed FBI agent Dale Cooper in the original series, had confirmed he would reprise the lead role for the new season.","David Lynch says he won't be directing new episodes of Twin Peaks .
Showtime ""saddened"" over decision, which involved a dispute over money .","David Lynch has confirmed he will no longer direct the revival of ""Twin Peaks"" The cult 1990s television show was set to return in 2016. Lynch said he felt the network was not offering enough money to produce the show ""the way it needed to be done""",0.2571428571428572,0.08823529411764705,0.22857142857142854
"(CNN)A University of Kentucky basketball player is apologizing for the ""poor choice of words"" he muttered under his breath after the team's stunning loss to Wisconsin on Saturday. As a deflated panel of Wildcats fielded a reporter's question about Wisconsin standout Frank Kaminsky, a hot mic picked up Kentucky guard Andrew Harrison saying of Kaminsky, ""F**k that (N-word)."" Harrison, who is is black, said his words were ""in jest,"" and that he meant no disrespect to Kaminsky, who is white. ""First I want to apologize for my poor choice of words used in jest towards a player I respect and know,"" Harrison tweeted. ""When I realized how this could be perceived I immediately called big frank to apologize and let him know I didn't mean any disrespect."" Kaminsky -- the 2015 Associated Press player of the year -- said Sunday that he was ""over it."" ""He reached out to me. We talked about it. [I'm] Over it,"" he said. ""Nothing needs to be made out of it."" Harrison said he wished Kaminsky well in Monday's national title game against Duke. ""We had a good conversation, and I wished him good luck in the championship game Monday."" CNN reached out to Kentucky for comment on Sunday but did not hear back. Kentucky vs. Wisconsin nets biggest Final Four ratings in 22 years .","Kentucky player mutters N-word under his breath about a Wisconsin player at postgame news conference .
Andrew Harrison, who is black, tweets that he apologized to Frank Kaminsky, who is white .
Kaminsky says he's talked it over with Harrison --  'I'm over it""","A hot mic picked up Kentucky guard Andrew Harrison saying of Wisconsin's Frank Kaminsky, ""F**k that (N-word)."" Harrison, who is is black, said his words were ""in jest,"" and that he meant no disrespect to Kaminsky.",0.5060240963855421,0.17283950617283952,0.26506024096385544
"(CNN)The FBI has confirmed that one of its most wanted terrorists, the Malaysian bomb maker known as Marwan, was killed in an otherwise disastrous raid in the Philippines in January. Marwan, whose real name is Zulkifli bin Hir, was believed by the FBI to a member of southeast Asian terror group Jemaah Islamiyah's central command. The FBI said in February that a DNA sample -- understood to be from a severed finger -- taken from a man killed in a raid in the southern Philippines showed a link with a known relative of Marwan. But the FBI now says tests have confirmed that the dead man was the wanted Islamic extremist. ""After a thorough review of forensic data and information obtained from our Philippine law enforcement partners, the FBI has assessed that terrorism subject, Zulkifli Abdhir ... is deceased and has been removed from the FBI's list of Most Wanted Terrorists,"" David Bowdich, assistant director in charge of the FBI's Los Angeles field office, told CNN in a statement. The FBI had been offering a $5 million reward for information leading to Marwan's capture in the wake of his 2007 indictment on terror charges in a California court. It accused him of being a supplier of IEDs to terrorist organizations, and having conducted bomb making training for terror groups, including the Philippines-based Abu Sayyaf. Marwan had previously been falsely reported dead after a raid by Philippine security forces in 2012. The Philippines has been fighting an insurgency in the predominantly Muslim south for years, and last year signed a peace agreement with the Moro Islamic Liberation Front (MILF), the largest rebel group in the region. But in January it launched a surprise raid in pursuit of Marwan at Mamapasono, in the southern province of Maguindanao. The mission went disastrously awry. Forty-four members of the police's elite Special Action Force (SAF) unit were killed in the assault, targeting an area controlled by the Bangsamoro Islamic Freedom Fighters (BIFF) -- a hardline splinter group which has rejected the peace deal with the Philippines government. According to a report released by the Institute for Policy Analysis of Conflict (IPAC) last month, the BIFF faction sheltering Marwan had sworn allegiance to ISIS. In the immediate aftermath of the assault, the SAF company charged with executing Marwan came under fire, before another SAF company stationed in nearby MILF territory as a ""blocking force"" became engaged in an eight-hour firefight with MILF fighters. According to the IPAC report, the SAF ""blocking"" company eventually ran out of ammunition and only one of their number survived, . Eighteen MILF fighters were killed and a number of BIFF fighters may also died. The clash shattered a three-year ceasefire with the MILF, authorities said. A national day of mourning was declared as the men were laid to rest. Bowdich expressed the FBI's ""sincere condolences to the brave officers of the Special Action Force who lost their lives while attempting to apprehend this dangerous fugitive."" While an SAF superintendent said at a eulogy for the fallen commandos that their sacrifice had been worth it, controversy has dogged the botched mission in the Philippines. The IPAC report argued that the ""single-minded focus"" of authorities on killing Marwan has threatened the peace agreement with the MILF, which is yet to cross the final hurdle of being passed into law by the Philippines Congress. ""The best chance the southern Philippines has ever had for peace may now be in jeopardy,"" read the report, which argued that the Mamapasano fiasco was the result of a misguided emphasis on killing Marwan. The report argued that, although Marwan had aided terror attacks and provided funds and equipment to MILF and Abu Sayyaf, he was not ""the master bomber that his reputation suggested."" Yet for the Philippines authorities and their U.S. allies, killing Marwan had become such a priority that security forces bypassed the mechanisms that had been established to alert the MILF to such operations, for fear of word leaking to their target. The report quoted an anonymous Indonesian associate of Marwan's who described the Malaysian as ""a little snake who has been blown up into a dragon."" READ MORE: Dozens of Philippine police killed in raid on 'high value' bomb makers . READ MORE: Philippines honors 44 slain commandos with day of mourning . CNN's Arlene Samson-Espiritu and Kathy Quiano contributed to this report.","A man killed in a raid in the Philippines in January was a ""most wanted"" terrorist, the FBI says .
Marwan was a Malaysian believed to have provided support to Islamist terror groups .
44 elite Philippine commandos were killed in the raid on his hideout last month .","The FBI confirms that one of its most wanted terrorists, the Malaysian bomb maker known as Marwan, was killed in an otherwise disastrous raid in the Philippines. Marwan was believed by the FBI to a member of southeast Asian terror group Jemaah Islamiyah's central command. The FBI had been offering a $5 million reward for information leading to Marwan's capture.",0.42592592592592593,0.18867924528301888,0.24074074074074076
"(CNN)The presence of a harmful pesticide at a luxury villa in the U.S. Virgin Islands may have resulted in the illness of a Delaware family, the U.S. Environmental Protection Agency said Friday. Paramedics were called last week to a rented villa at the Sirenusa resort in St. John after the family of four fell ill. They had rented the villa from March 14 to March 22, and were later hospitalized. The illness was reported to the EPA on March 20. ""Our preliminary results do show that there was a presence of methyl bromide in the unit where the family was staying,"" said Elias Rodriguez, an EPA spokesman. Exposure to methyl bromide can result in serious health effects, including central nervous system and respiratory system damage, according to the EPA. The use of the pesticide is restricted in the United States because of its acute toxicity. It's not allowed to be used indoors. Only certified professionals are permitted to use it in certain agricultural settings. ""It's an ongoing investigation; we're still on the island doing our assessment,"" Rodriguez said. ""We have been doing different types of air sampling and wipe sampling."" Final test results were expected next week. The EPA is working with local government agencies to investigate whether the family was made ill after a fumigation at the resort on March 18 and whether any environmental regulations or laws were violated. ""Pesticides can be very toxic, and it is critically important that they be applied properly and used only as approved by EPA,"" said Judith A. Enck, a regional administrator for the EPA. ""The EPA is actively working to determine how this happened and will make sure steps are taken to prevent this from happening to others at these vacation apartments or elsewhere."" Depending on the season, the luxury villa where the family stayed rents between $550 and $1,200 per night. Sea Glass Vacations, which acts as a rental agent for several units at Sirenusa, said that the unit directly below the one where the family stayed was recently treated for pests, but that their unit was not treated. The company said it licensed an outside company, Terminix, for the pest control services. ""Sea Glass Vacations does not treat the units it manages for pests but instead relies on licensed professionals for pest control services,"" the company said in a statement. The U.S. Department of Justice has initiated a criminal investigation into the matter, according to a U.S. Securities and Exchange Commission filing made Monday by ServiceMaster Global Holdings, the parent company of Terminix. In an email to CNN, a spokesman for Terminix wrote that the company is ""committed to performing all work ... in a manner that is safe for our customers, employees, the public and the environment"" and is ""looking into this matter internally, and cooperating with authorities."" ""We're thinking about the family, and we join the community in wishing them a speedy recovery,"" Terminix wrote. James Maron, an attorney who has been a spokesman for the family, has not responded to requests for comment. The SEC filing described the injuries to the family members as ""serious.""","Delaware family becomes ill at the Sirenusa resort in the U.S. Virgin Islands .
Preliminary EPA results find methyl bromide was present in unit where family stayed .
U.S. Justice Department has initiated a criminal investigation into the matter .",The EPA says there was a presence of methyl bromide in the unit where the family was staying. The use of the pesticide is restricted in the United States because of its acute toxicity. The EPA is working with local government agencies to investigate.,0.3614457831325301,0.07407407407407408,0.24096385542168672
"(CNN)Comedian Chris Rock made light of racial disparities in police treatment of whites and blacks with a tongue-in-cheek guide to not being beaten by the police. He encapsulated the frustration and grief caused by a New York grand jury's decision not to indict a white police officer in the death of a black man with a simple tweet: ""This one was on film."" Now, he's stirring things up again with a series of tweets documenting three traffic stops in seven weeks. ""Stopped by the cops again wish me luck,"" he posted early Tuesday, along with a photo showing him behind the wheel of a car with what looks like blue police lights in the background. He posted similar photos in February. Many African-Americans have long bemoaned the phenomenon of being pulled over for no apparent reason, calling it ""driving while black."" Blacks are about 30% more likely to be pulled over by police than whites, according to figures reported by the Bureau of Justice Statistics in 2013. And in amid increased conversation over race and policing after the high-profile deaths last year of Eric Garner in New York and Michael Brown in Ferguson, Missouri, the issue is even more sensitive. Rock hasn't commented on the tweets and didn't say how the police stop turned out. He got lots of support on Twitter. ""My heart legit dropped, no kidding,"" one Twitter fan posted. Many praised him for documenting the stops. Some accused him of race-baiting. But one bit of advice in particular lit up social media. Actor Isaiah Washington urged Rock to ""#Adapt"" to avoid racial profiling. ""I sold my $90,000.00 Mercedes G500 and bought 3 Prius's, because I got tired of being pulled over by Police,"" Washington tweeted. Some saw that as a sell-out, saying Rock shouldn't have to take steps others might not have to as a way to avoid being pulled over. ""Let me guess..you also make sure your pants are pulled up as well?."" Twitter user YeshaCallahan posted. Appearing on CNN, Washington defended the tweet, saying he wanted to ""excite a conversation."" Years ago, Rock filmed a sketch for his ""Chris Rock"" show on HBO in which he detailed ways to avoid being beaten by police as a black man. Besides obeying the law, he suggested bringing a white friend along for the ride. He did just that last year in a segment of ""Comedians in Cars Getting Coffee"" with Jerry Seinfeld. The two chat as Seinfeld drives an orange Lamborghini. And what happened? They get pulled over after Seinfeld goes a bit heavy on the gas. ""Here's the crazy thing,"" Rock tells Seinfeld as the police officer stops the duo. ""If you weren't here, I'd be scared.""","Chris Rock posts selfies after being pulled over three times in last seven weeks .
""Stopped by the cops again wish me luck,"" he posted this week .","Chris Rock tweeted a series of tweets documenting three traffic stops in seven weeks. Many African-Americans have long bemoaned the phenomenon of being pulled over for no apparent reason, calling it ""driving while black""",0.360655737704918,0.13559322033898305,0.22950819672131148
"Hong Kong (CNN)Six people were hurt after an explosion at a controversial chemical plant in China's southeastern Fujian province sparked a huge fire, provincial authorities told state media. The plant, located in Zhangzhou city, produces paraxylene (PX), a reportedly carcinogenic chemical used in the production of polyester films and fabrics. The blast occurred at an oil storage facility Monday night after an oil leak, though local media has not reported any toxic chemical spill. Five out of six people were injured by broken glass and have been sent to the hospital for treatment, Xinhua news agency reported. More than 600 firefighters were sent to battle the blaze and the fire is now under control, the Zhangzhou fire department wrote on their official microblogging account Tuesday morning. Residents living close to the plant had heard the explosion and took to Weibo to post photos of the fire. One user wrote that he heard a loud blast and felt slight tremors. The plant was hit by another explosion in July 2013, although there were no reports of casualties or toxic leaks at the time. Though demonstrations are illegal in China, the construction of PX plants has sparked protests, which have occasionally turned violent, in several cities in recent years. The Zhangzhou plant was slated for Xiamen -- a densely populated city in the southeast of the country. However, it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current, more remote location.","A blast rocks a chemical plant in China's southeastern Fujian province for the second time in two years .
Six were injured after the explosion and are being hospitalized .
The explosion was triggered by an oil leak, though local media has not reported any toxic chemical spills .","The blast occurred at an oil storage facility Monday night after an oil leak. The plant produces paraxylene (PX), a reportedly carcinogenic chemical used in the production of polyester films and fabrics.",0.3291139240506329,0.05194805194805195,0.1518987341772152
